OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	97
1.05356	1.70441	98
1.40711	2.00171	97
1.70441	2.2517	98
2.00171	2.5017	97
2.2517	2.71192	98
2.5017	2.92213	97
2.71192	3.09891	98
2.92213	3.27568	97
3.09891	3.42432	98
3.27568	3.57297	97
3.42432	3.69798	98
3.57297	3.82298	97
3.69798	3.9281	98
3.82298	4.03321	97
3.9281	4.12161	98
4.03321	4.21	97
4.12161	4.28432	98
4.21	4.35865	97
4.28432	4.42114	98
4.35865	4.48364	97
4.42114	4.5362	98
4.48364	4.58875	97
4.5362	4.63294	98
4.58875	4.67713	97
4.63294	4.71429	98
4.67713	4.75146	97
4.71429	4.7827	98
4.75146	5.01395	97
4.7827	5.01395	98
