OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	98
1.05356	1.70441	99
1.40711	2.00171	98
1.70441	2.2517	99
2.00171	2.5017	98
2.2517	2.71192	99
2.5017	2.92213	98
2.71192	3.09891	99
2.92213	3.27568	98
3.09891	3.42432	99
3.27568	3.57297	98
3.42432	3.69798	99
3.57297	3.82298	98
3.69798	3.9281	99
3.82298	4.03321	98
3.9281	4.12161	99
4.03321	4.21	98
4.12161	4.28432	99
4.21	4.35865	98
4.28432	4.42114	99
4.35865	4.48364	98
4.42114	4.5362	99
4.48364	4.58875	98
4.5362	4.63294	99
4.58875	4.67713	98
4.63294	4.71429	99
4.67713	4.75146	98
4.71429	4.7827	99
4.75146	5.01395	98
4.7827	5.01395	99
