OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	65
1.05356	1.70441	66
1.40711	2.00171	65
1.70441	2.2517	66
2.00171	2.5017	65
2.2517	2.71192	66
2.5017	2.92213	65
2.71192	3.09891	66
2.92213	3.27568	65
3.09891	3.42432	66
3.27568	3.57297	65
3.42432	3.69798	66
3.57297	3.82298	65
3.69798	3.9281	66
3.82298	4.03321	65
3.9281	4.12161	66
4.03321	4.21	65
4.12161	4.28432	66
4.21	4.35865	65
4.28432	4.42114	66
4.35865	4.48364	65
4.42114	4.5362	66
4.48364	4.58875	65
4.5362	4.63294	66
4.58875	4.67713	65
4.63294	4.71429	66
4.67713	4.75146	65
4.71429	4.7827	66
4.75146	5.01395	65
4.7827	5.01395	66
