OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	27
0.85356	1.20712	28
1.20712	1.50441	27
1.50441	1.80171	28
1.80171	2.0517	27
2.0517	2.3017	28
2.3017	2.51192	27
2.51192	2.72214	28
2.72214	2.89891	27
2.89891	3.07568	28
3.07568	3.22433	27
3.22433	3.37297	28
3.37297	3.49798	27
3.49798	3.62298	28
3.62298	3.7281	27
3.7281	3.83321	28
3.83321	3.92161	27
3.92161	4.01	28
4.01	4.08432	27
4.08432	4.15865	28
4.15865	4.22114	27
4.22114	4.28364	28
4.28364	4.3362	27
4.3362	4.38875	28
4.38875	4.43294	27
4.43294	4.47713	28
4.47713	4.51429	27
4.51429	4.55146	28
4.55146	4.5827	27
4.5827	4.61395	28
