OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	67
0.85356	1.20712	68
1.20712	1.50441	67
1.50441	1.80171	68
1.80171	2.0517	67
2.0517	2.3017	68
2.3017	2.51192	67
2.51192	2.72214	68
2.72214	2.89891	67
2.89891	3.07568	68
3.07568	3.22433	67
3.22433	3.37297	68
3.37297	3.49798	67
3.49798	3.62298	68
3.62298	3.7281	67
3.7281	3.83321	68
3.83321	3.92161	67
3.92161	4.01	68
4.01	4.08432	67
4.08432	4.15865	68
4.15865	4.22114	67
4.22114	4.28364	68
4.28364	4.3362	67
4.3362	4.38875	68
4.38875	4.43294	67
4.43294	4.47713	68
4.47713	4.51429	67
4.51429	4.55146	68
4.55146	4.5827	67
4.5827	4.61395	68
