OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	43
0.85356	1.20712	44
1.20712	1.50441	43
1.50441	1.80171	44
1.80171	2.0517	43
2.0517	2.3017	44
2.3017	2.51192	43
2.51192	2.72214	44
2.72214	2.89891	43
2.89891	3.07568	44
3.07568	3.22433	43
3.22433	3.37297	44
3.37297	3.49798	43
3.49798	3.62298	44
3.62298	3.7281	43
3.7281	3.83321	44
3.83321	3.92161	43
3.92161	4.01	44
4.01	4.08432	43
4.08432	4.15865	44
4.15865	4.22114	43
4.22114	4.28364	44
4.28364	4.3362	43
4.3362	4.38875	44
4.38875	4.43294	43
4.43294	4.47713	44
4.47713	4.51429	43
4.51429	4.55146	44
4.55146	4.5827	43
4.5827	4.61395	44
