OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	40
1.05356	1.70441	41
1.40711	2.00171	40
1.70441	2.2517	41
2.00171	2.5017	40
2.2517	2.71192	41
2.5017	2.92213	40
2.71192	3.09891	41
2.92213	3.27568	40
3.09891	3.42432	41
3.27568	3.57297	40
3.42432	3.69798	41
3.57297	3.82298	40
3.69798	3.9281	41
3.82298	4.03321	40
3.9281	4.12161	41
4.03321	4.21	40
4.12161	4.28432	41
4.21	4.35865	40
4.28432	4.42114	41
4.35865	4.48364	40
4.42114	4.5362	41
4.48364	4.58875	40
4.5362	4.63294	41
4.58875	4.67713	40
4.63294	4.71429	41
4.67713	4.75146	40
4.71429	4.7827	41
4.75146	5.01395	40
4.7827	5.01395	41
