OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	27
1.05356	1.70441	28
1.40711	2.00171	27
1.70441	2.2517	28
2.00171	2.5017	27
2.2517	2.71192	28
2.5017	2.92213	27
2.71192	3.09891	28
2.92213	3.27568	27
3.09891	3.42432	28
3.27568	3.57297	27
3.42432	3.69798	28
3.57297	3.82298	27
3.69798	3.9281	28
3.82298	4.03321	27
3.9281	4.12161	28
4.03321	4.21	27
4.12161	4.28432	28
4.21	4.35865	27
4.28432	4.42114	28
4.35865	4.48364	27
4.42114	4.5362	28
4.48364	4.58875	27
4.5362	4.63294	28
4.58875	4.67713	27
4.63294	4.71429	28
4.67713	4.75146	27
4.71429	4.7827	28
4.75146	5.01395	27
4.7827	5.01395	28
