OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	94
0.85356	1.20712	95
1.20712	1.50441	94
1.50441	1.80171	95
1.80171	2.0517	94
2.0517	2.3017	95
2.3017	2.51192	94
2.51192	2.72214	95
2.72214	2.89891	94
2.89891	3.07568	95
3.07568	3.22433	94
3.22433	3.37297	95
3.37297	3.49798	94
3.49798	3.62298	95
3.62298	3.7281	94
3.7281	3.83321	95
3.83321	3.92161	94
3.92161	4.01	95
4.01	4.08432	94
4.08432	4.15865	95
4.15865	4.22114	94
4.22114	4.28364	95
4.28364	4.3362	94
4.3362	4.38875	95
4.38875	4.43294	94
4.43294	4.47713	95
4.47713	4.51429	94
4.51429	4.55146	95
4.55146	4.5827	94
4.5827	4.61395	95
