OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	68
1.05356	1.70441	69
1.40711	2.00171	68
1.70441	2.2517	69
2.00171	2.5017	68
2.2517	2.71192	69
2.5017	2.92213	68
2.71192	3.09891	69
2.92213	3.27568	68
3.09891	3.42432	69
3.27568	3.57297	68
3.42432	3.69798	69
3.57297	3.82298	68
3.69798	3.9281	69
3.82298	4.03321	68
3.9281	4.12161	69
4.03321	4.21	68
4.12161	4.28432	69
4.21	4.35865	68
4.28432	4.42114	69
4.35865	4.48364	68
4.42114	4.5362	69
4.48364	4.58875	68
4.5362	4.63294	69
4.58875	4.67713	68
4.63294	4.71429	69
4.67713	4.75146	68
4.71429	4.7827	69
4.75146	5.01395	68
4.7827	5.01395	69
