OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	83
0.85356	1.20712	84
1.20712	1.50441	83
1.50441	1.80171	84
1.80171	2.0517	83
2.0517	2.3017	84
2.3017	2.51192	83
2.51192	2.72214	84
2.72214	2.89891	83
2.89891	3.07568	84
3.07568	3.22433	83
3.22433	3.37297	84
3.37297	3.49798	83
3.49798	3.62298	84
3.62298	3.7281	83
3.7281	3.83321	84
3.83321	3.92161	83
3.92161	4.01	84
4.01	4.08432	83
4.08432	4.15865	84
4.15865	4.22114	83
4.22114	4.28364	84
4.28364	4.3362	83
4.3362	4.38875	84
4.38875	4.43294	83
4.43294	4.47713	84
4.47713	4.51429	83
4.51429	4.55146	84
4.55146	4.5827	83
4.5827	4.61395	84
