OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	35
0.85356	1.20712	36
1.20712	1.50441	35
1.50441	1.80171	36
1.80171	2.0517	35
2.0517	2.3017	36
2.3017	2.51192	35
2.51192	2.72214	36
2.72214	2.89891	35
2.89891	3.07568	36
3.07568	3.22433	35
3.22433	3.37297	36
3.37297	3.49798	35
3.49798	3.62298	36
3.62298	3.7281	35
3.7281	3.83321	36
3.83321	3.92161	35
3.92161	4.01	36
4.01	4.08432	35
4.08432	4.15865	36
4.15865	4.22114	35
4.22114	4.28364	36
4.28364	4.3362	35
4.3362	4.38875	36
4.38875	4.43294	35
4.43294	4.47713	36
4.47713	4.51429	35
4.51429	4.55146	36
4.55146	4.5827	35
4.5827	4.61395	36
