OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	48
0.85356	1.20712	49
1.20712	1.50441	48
1.50441	1.80171	49
1.80171	2.0517	48
2.0517	2.3017	49
2.3017	2.51192	48
2.51192	2.72214	49
2.72214	2.89891	48
2.89891	3.07568	49
3.07568	3.22433	48
3.22433	3.37297	49
3.37297	3.49798	48
3.49798	3.62298	49
3.62298	3.7281	48
3.7281	3.83321	49
3.83321	3.92161	48
3.92161	4.01	49
4.01	4.08432	48
4.08432	4.15865	49
4.15865	4.22114	48
4.22114	4.28364	49
4.28364	4.3362	48
4.3362	4.38875	49
4.38875	4.43294	48
4.43294	4.47713	49
4.47713	4.51429	48
4.51429	4.55146	49
4.55146	4.5827	48
4.5827	4.61395	49
