OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	78
0.85356	1.20712	79
1.20712	1.50441	78
1.50441	1.80171	79
1.80171	2.0517	78
2.0517	2.3017	79
2.3017	2.51192	78
2.51192	2.72214	79
2.72214	2.89891	78
2.89891	3.07568	79
3.07568	3.22433	78
3.22433	3.37297	79
3.37297	3.49798	78
3.49798	3.62298	79
3.62298	3.7281	78
3.7281	3.83321	79
3.83321	3.92161	78
3.92161	4.01	79
4.01	4.08432	78
4.08432	4.15865	79
4.15865	4.22114	78
4.22114	4.28364	79
4.28364	4.3362	78
4.3362	4.38875	79
4.38875	4.43294	78
4.43294	4.47713	79
4.47713	4.51429	78
4.51429	4.55146	79
4.55146	4.5827	78
4.5827	4.61395	79
