OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	84
0.85356	1.20712	85
1.20712	1.50441	84
1.50441	1.80171	85
1.80171	2.0517	84
2.0517	2.3017	85
2.3017	2.51192	84
2.51192	2.72214	85
2.72214	2.89891	84
2.89891	3.07568	85
3.07568	3.22433	84
3.22433	3.37297	85
3.37297	3.49798	84
3.49798	3.62298	85
3.62298	3.7281	84
3.7281	3.83321	85
3.83321	3.92161	84
3.92161	4.01	85
4.01	4.08432	84
4.08432	4.15865	85
4.15865	4.22114	84
4.22114	4.28364	85
4.28364	4.3362	84
4.3362	4.38875	85
4.38875	4.43294	84
4.43294	4.47713	85
4.47713	4.51429	84
4.51429	4.55146	85
4.55146	4.5827	84
4.5827	4.61395	85
