OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	25
0.85356	1.20712	26
1.20712	1.50441	25
1.50441	1.80171	26
1.80171	2.0517	25
2.0517	2.3017	26
2.3017	2.51192	25
2.51192	2.72214	26
2.72214	2.89891	25
2.89891	3.07568	26
3.07568	3.22433	25
3.22433	3.37297	26
3.37297	3.49798	25
3.49798	3.62298	26
3.62298	3.7281	25
3.7281	3.83321	26
3.83321	3.92161	25
3.92161	4.01	26
4.01	4.08432	25
4.08432	4.15865	26
4.15865	4.22114	25
4.22114	4.28364	26
4.28364	4.3362	25
4.3362	4.38875	26
4.38875	4.43294	25
4.43294	4.47713	26
4.47713	4.51429	25
4.51429	4.55146	26
4.55146	4.5827	25
4.5827	4.61395	26
