OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	61
1.05356	1.70441	62
1.40711	2.00171	61
1.70441	2.2517	62
2.00171	2.5017	61
2.2517	2.71192	62
2.5017	2.92213	61
2.71192	3.09891	62
2.92213	3.27568	61
3.09891	3.42432	62
3.27568	3.57297	61
3.42432	3.69798	62
3.57297	3.82298	61
3.69798	3.9281	62
3.82298	4.03321	61
3.9281	4.12161	62
4.03321	4.21	61
4.12161	4.28432	62
4.21	4.35865	61
4.28432	4.42114	62
4.35865	4.48364	61
4.42114	4.5362	62
4.48364	4.58875	61
4.5362	4.63294	62
4.58875	4.67713	61
4.63294	4.71429	62
4.67713	4.75146	61
4.71429	4.7827	62
4.75146	5.01395	61
4.7827	5.01395	62
