OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	58
0.85356	1.20712	59
1.20712	1.50441	58
1.50441	1.80171	59
1.80171	2.0517	58
2.0517	2.3017	59
2.3017	2.51192	58
2.51192	2.72214	59
2.72214	2.89891	58
2.89891	3.07568	59
3.07568	3.22433	58
3.22433	3.37297	59
3.37297	3.49798	58
3.49798	3.62298	59
3.62298	3.7281	58
3.7281	3.83321	59
3.83321	3.92161	58
3.92161	4.01	59
4.01	4.08432	58
4.08432	4.15865	59
4.15865	4.22114	58
4.22114	4.28364	59
4.28364	4.3362	58
4.3362	4.38875	59
4.38875	4.43294	58
4.43294	4.47713	59
4.47713	4.51429	58
4.51429	4.55146	59
4.55146	4.5827	58
4.5827	4.61395	59
