OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	100
0.85356	1.20712	101
1.20712	1.50441	100
1.50441	1.80171	101
1.80171	2.0517	100
2.0517	2.3017	101
2.3017	2.51192	100
2.51192	2.72214	101
2.72214	2.89891	100
2.89891	3.07568	101
3.07568	3.22433	100
3.22433	3.37297	101
3.37297	3.49798	100
3.49798	3.62298	101
3.62298	3.7281	100
3.7281	3.83321	101
3.83321	3.92161	100
3.92161	4.01	101
4.01	4.08432	100
4.08432	4.15865	101
4.15865	4.22114	100
4.22114	4.28364	101
4.28364	4.3362	100
4.3362	4.38875	101
4.38875	4.43294	100
4.43294	4.47713	101
4.47713	4.51429	100
4.51429	4.55146	101
4.55146	4.5827	100
4.5827	4.61395	101
