OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	99
1.05356	1.70441	100
1.40711	2.00171	99
1.70441	2.2517	100
2.00171	2.5017	99
2.2517	2.71192	100
2.5017	2.92213	99
2.71192	3.09891	100
2.92213	3.27568	99
3.09891	3.42432	100
3.27568	3.57297	99
3.42432	3.69798	100
3.57297	3.82298	99
3.69798	3.9281	100
3.82298	4.03321	99
3.9281	4.12161	100
4.03321	4.21	99
4.12161	4.28432	100
4.21	4.35865	99
4.28432	4.42114	100
4.35865	4.48364	99
4.42114	4.5362	100
4.48364	4.58875	99
4.5362	4.63294	100
4.58875	4.67713	99
4.63294	4.71429	100
4.67713	4.75146	99
4.71429	4.7827	100
4.75146	5.01395	99
4.7827	5.01395	100
