OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	107
1.05356	1.70441	108
1.40711	2.00171	107
1.70441	2.2517	108
2.00171	2.5017	107
2.2517	2.71192	108
2.5017	2.92213	107
2.71192	3.09891	108
2.92213	3.27568	107
3.09891	3.42432	108
3.27568	3.57297	107
3.42432	3.69798	108
3.57297	3.82298	107
3.69798	3.9281	108
3.82298	4.03321	107
3.9281	4.12161	108
4.03321	4.21	107
4.12161	4.28432	108
4.21	4.35865	107
4.28432	4.42114	108
4.35865	4.48364	107
4.42114	4.5362	108
4.48364	4.58875	107
4.5362	4.63294	108
4.58875	4.67713	107
4.63294	4.71429	108
4.67713	4.75146	107
4.71429	4.7827	108
4.75146	5.01395	107
4.7827	5.01395	108
