OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	57
1.05356	1.70441	58
1.40711	2.00171	57
1.70441	2.2517	58
2.00171	2.5017	57
2.2517	2.71192	58
2.5017	2.92213	57
2.71192	3.09891	58
2.92213	3.27568	57
3.09891	3.42432	58
3.27568	3.57297	57
3.42432	3.69798	58
3.57297	3.82298	57
3.69798	3.9281	58
3.82298	4.03321	57
3.9281	4.12161	58
4.03321	4.21	57
4.12161	4.28432	58
4.21	4.35865	57
4.28432	4.42114	58
4.35865	4.48364	57
4.42114	4.5362	58
4.48364	4.58875	57
4.5362	4.63294	58
4.58875	4.67713	57
4.63294	4.71429	58
4.67713	4.75146	57
4.71429	4.7827	58
4.75146	5.01395	57
4.7827	5.01395	58
