OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	51
1.05356	1.70441	52
1.40711	2.00171	51
1.70441	2.2517	52
2.00171	2.5017	51
2.2517	2.71192	52
2.5017	2.92213	51
2.71192	3.09891	52
2.92213	3.27568	51
3.09891	3.42432	52
3.27568	3.57297	51
3.42432	3.69798	52
3.57297	3.82298	51
3.69798	3.9281	52
3.82298	4.03321	51
3.9281	4.12161	52
4.03321	4.21	51
4.12161	4.28432	52
4.21	4.35865	51
4.28432	4.42114	52
4.35865	4.48364	51
4.42114	4.5362	52
4.48364	4.58875	51
4.5362	4.63294	52
4.58875	4.67713	51
4.63294	4.71429	52
4.67713	4.75146	51
4.71429	4.7827	52
4.75146	5.01395	51
4.7827	5.01395	52
