OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	23
0.85356	1.20712	24
1.20712	1.50441	23
1.50441	1.80171	24
1.80171	2.0517	23
2.0517	2.3017	24
2.3017	2.51192	23
2.51192	2.72214	24
2.72214	2.89891	23
2.89891	3.07568	24
3.07568	3.22433	23
3.22433	3.37297	24
3.37297	3.49798	23
3.49798	3.62298	24
3.62298	3.7281	23
3.7281	3.83321	24
3.83321	3.92161	23
3.92161	4.01	24
4.01	4.08432	23
4.08432	4.15865	24
4.15865	4.22114	23
4.22114	4.28364	24
4.28364	4.3362	23
4.3362	4.38875	24
4.38875	4.43294	23
4.43294	4.47713	24
4.47713	4.51429	23
4.51429	4.55146	24
4.55146	4.5827	23
4.5827	4.61395	24
