OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	42
0.85356	1.20712	43
1.20712	1.50441	42
1.50441	1.80171	43
1.80171	2.0517	42
2.0517	2.3017	43
2.3017	2.51192	42
2.51192	2.72214	43
2.72214	2.89891	42
2.89891	3.07568	43
3.07568	3.22433	42
3.22433	3.37297	43
3.37297	3.49798	42
3.49798	3.62298	43
3.62298	3.7281	42
3.7281	3.83321	43
3.83321	3.92161	42
3.92161	4.01	43
4.01	4.08432	42
4.08432	4.15865	43
4.15865	4.22114	42
4.22114	4.28364	43
4.28364	4.3362	42
4.3362	4.38875	43
4.38875	4.43294	42
4.43294	4.47713	43
4.47713	4.51429	42
4.51429	4.55146	43
4.55146	4.5827	42
4.5827	4.61395	43
