OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	70
0.85356	1.20712	71
1.20712	1.50441	70
1.50441	1.80171	71
1.80171	2.0517	70
2.0517	2.3017	71
2.3017	2.51192	70
2.51192	2.72214	71
2.72214	2.89891	70
2.89891	3.07568	71
3.07568	3.22433	70
3.22433	3.37297	71
3.37297	3.49798	70
3.49798	3.62298	71
3.62298	3.7281	70
3.7281	3.83321	71
3.83321	3.92161	70
3.92161	4.01	71
4.01	4.08432	70
4.08432	4.15865	71
4.15865	4.22114	70
4.22114	4.28364	71
4.28364	4.3362	70
4.3362	4.38875	71
4.38875	4.43294	70
4.43294	4.47713	71
4.47713	4.51429	70
4.51429	4.55146	71
4.55146	4.5827	70
4.5827	4.61395	71
