OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	50
1.05356	1.70441	51
1.40711	2.00171	50
1.70441	2.2517	51
2.00171	2.5017	50
2.2517	2.71192	51
2.5017	2.92213	50
2.71192	3.09891	51
2.92213	3.27568	50
3.09891	3.42432	51
3.27568	3.57297	50
3.42432	3.69798	51
3.57297	3.82298	50
3.69798	3.9281	51
3.82298	4.03321	50
3.9281	4.12161	51
4.03321	4.21	50
4.12161	4.28432	51
4.21	4.35865	50
4.28432	4.42114	51
4.35865	4.48364	50
4.42114	4.5362	51
4.48364	4.58875	50
4.5362	4.63294	51
4.58875	4.67713	50
4.63294	4.71429	51
4.67713	4.75146	50
4.71429	4.7827	51
4.75146	5.01395	50
4.7827	5.01395	51
