OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	47
1.05356	1.70441	48
1.40711	2.00171	47
1.70441	2.2517	48
2.00171	2.5017	47
2.2517	2.71192	48
2.5017	2.92213	47
2.71192	3.09891	48
2.92213	3.27568	47
3.09891	3.42432	48
3.27568	3.57297	47
3.42432	3.69798	48
3.57297	3.82298	47
3.69798	3.9281	48
3.82298	4.03321	47
3.9281	4.12161	48
4.03321	4.21	47
4.12161	4.28432	48
4.21	4.35865	47
4.28432	4.42114	48
4.35865	4.48364	47
4.42114	4.5362	48
4.48364	4.58875	47
4.5362	4.63294	48
4.58875	4.67713	47
4.63294	4.71429	48
4.67713	4.75146	47
4.71429	4.7827	48
4.75146	5.01395	47
4.7827	5.01395	48
