OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	99
0.85356	1.20712	100
1.20712	1.50441	99
1.50441	1.80171	100
1.80171	2.0517	99
2.0517	2.3017	100
2.3017	2.51192	99
2.51192	2.72214	100
2.72214	2.89891	99
2.89891	3.07568	100
3.07568	3.22433	99
3.22433	3.37297	100
3.37297	3.49798	99
3.49798	3.62298	100
3.62298	3.7281	99
3.7281	3.83321	100
3.83321	3.92161	99
3.92161	4.01	100
4.01	4.08432	99
4.08432	4.15865	100
4.15865	4.22114	99
4.22114	4.28364	100
4.28364	4.3362	99
4.3362	4.38875	100
4.38875	4.43294	99
4.43294	4.47713	100
4.47713	4.51429	99
4.51429	4.55146	100
4.55146	4.5827	99
4.5827	4.61395	100
