OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	73
1.05356	1.70441	75
1.40711	2.00171	73
1.70441	2.2517	75
2.00171	2.5017	73
2.2517	2.71192	75
2.5017	2.92213	73
2.71192	3.09891	75
2.92213	3.27568	73
3.09891	3.42432	75
3.27568	3.57297	73
3.42432	3.69798	75
3.57297	3.82298	73
3.69798	3.9281	75
3.82298	4.03321	73
3.9281	4.12161	75
4.03321	4.21	73
4.12161	4.28432	75
4.21	4.35865	73
4.28432	4.42114	75
4.35865	4.48364	73
4.42114	4.5362	75
4.48364	4.58875	73
4.5362	4.63294	75
4.58875	4.67713	73
4.63294	4.71429	75
4.67713	4.75146	73
4.71429	4.7827	75
4.75146	5.01395	73
4.7827	5.01395	75
