OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	85
0.85356	1.20712	87
1.20712	1.50441	85
1.50441	1.80171	87
1.80171	2.0517	85
2.0517	2.3017	87
2.3017	2.51192	85
2.51192	2.72214	87
2.72214	2.89891	85
2.89891	3.07568	87
3.07568	3.22433	85
3.22433	3.37297	87
3.37297	3.49798	85
3.49798	3.62298	87
3.62298	3.7281	85
3.7281	3.83321	87
3.83321	3.92161	85
3.92161	4.01	87
4.01	4.08432	85
4.08432	4.15865	87
4.15865	4.22114	85
4.22114	4.28364	87
4.28364	4.3362	85
4.3362	4.38875	87
4.38875	4.43294	85
4.43294	4.47713	87
4.47713	4.51429	85
4.51429	4.55146	87
4.55146	4.5827	85
4.5827	4.61395	87
