OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	71
1.05356	1.70441	73
1.40711	2.00171	71
1.70441	2.2517	73
2.00171	2.5017	71
2.2517	2.71192	73
2.5017	2.92213	71
2.71192	3.09891	73
2.92213	3.27568	71
3.09891	3.42432	73
3.27568	3.57297	71
3.42432	3.69798	73
3.57297	3.82298	71
3.69798	3.9281	73
3.82298	4.03321	71
3.9281	4.12161	73
4.03321	4.21	71
4.12161	4.28432	73
4.21	4.35865	71
4.28432	4.42114	73
4.35865	4.48364	71
4.42114	4.5362	73
4.48364	4.58875	71
4.5362	4.63294	73
4.58875	4.67713	71
4.63294	4.71429	73
4.67713	4.75146	71
4.71429	4.7827	73
4.75146	5.01395	71
4.7827	5.01395	73
