OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	100
1.05356	1.70441	102
1.40711	2.00171	100
1.70441	2.2517	102
2.00171	2.5017	100
2.2517	2.71192	102
2.5017	2.92213	100
2.71192	3.09891	102
2.92213	3.27568	100
3.09891	3.42432	102
3.27568	3.57297	100
3.42432	3.69798	102
3.57297	3.82298	100
3.69798	3.9281	102
3.82298	4.03321	100
3.9281	4.12161	102
4.03321	4.21	100
4.12161	4.28432	102
4.21	4.35865	100
4.28432	4.42114	102
4.35865	4.48364	100
4.42114	4.5362	102
4.48364	4.58875	100
4.5362	4.63294	102
4.58875	4.67713	100
4.63294	4.71429	102
4.67713	4.75146	100
4.71429	4.7827	102
4.75146	5.01395	100
4.7827	5.01395	102
