OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	104
0.85356	1.20712	106
1.20712	1.50441	104
1.50441	1.80171	106
1.80171	2.0517	104
2.0517	2.3017	106
2.3017	2.51192	104
2.51192	2.72214	106
2.72214	2.89891	104
2.89891	3.07568	106
3.07568	3.22433	104
3.22433	3.37297	106
3.37297	3.49798	104
3.49798	3.62298	106
3.62298	3.7281	104
3.7281	3.83321	106
3.83321	3.92161	104
3.92161	4.01	106
4.01	4.08432	104
4.08432	4.15865	106
4.15865	4.22114	104
4.22114	4.28364	106
4.28364	4.3362	104
4.3362	4.38875	106
4.38875	4.43294	104
4.43294	4.47713	106
4.47713	4.51429	104
4.51429	4.55146	106
4.55146	4.5827	104
4.5827	4.61395	106
