OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	88
0.85356	1.20712	90
1.20712	1.50441	88
1.50441	1.80171	90
1.80171	2.0517	88
2.0517	2.3017	90
2.3017	2.51192	88
2.51192	2.72214	90
2.72214	2.89891	88
2.89891	3.07568	90
3.07568	3.22433	88
3.22433	3.37297	90
3.37297	3.49798	88
3.49798	3.62298	90
3.62298	3.7281	88
3.7281	3.83321	90
3.83321	3.92161	88
3.92161	4.01	90
4.01	4.08432	88
4.08432	4.15865	90
4.15865	4.22114	88
4.22114	4.28364	90
4.28364	4.3362	88
4.3362	4.38875	90
4.38875	4.43294	88
4.43294	4.47713	90
4.47713	4.51429	88
4.51429	4.55146	90
4.55146	4.5827	88
4.5827	4.61395	90
