OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	45
1.05356	1.70441	47
1.40711	2.00171	45
1.70441	2.2517	47
2.00171	2.5017	45
2.2517	2.71192	47
2.5017	2.92213	45
2.71192	3.09891	47
2.92213	3.27568	45
3.09891	3.42432	47
3.27568	3.57297	45
3.42432	3.69798	47
3.57297	3.82298	45
3.69798	3.9281	47
3.82298	4.03321	45
3.9281	4.12161	47
4.03321	4.21	45
4.12161	4.28432	47
4.21	4.35865	45
4.28432	4.42114	47
4.35865	4.48364	45
4.42114	4.5362	47
4.48364	4.58875	45
4.5362	4.63294	47
4.58875	4.67713	45
4.63294	4.71429	47
4.67713	4.75146	45
4.71429	4.7827	47
4.75146	5.01395	45
4.7827	5.01395	47
