OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	80
0.85356	1.20712	82
1.20712	1.50441	80
1.50441	1.80171	82
1.80171	2.0517	80
2.0517	2.3017	82
2.3017	2.51192	80
2.51192	2.72214	82
2.72214	2.89891	80
2.89891	3.07568	82
3.07568	3.22433	80
3.22433	3.37297	82
3.37297	3.49798	80
3.49798	3.62298	82
3.62298	3.7281	80
3.7281	3.83321	82
3.83321	3.92161	80
3.92161	4.01	82
4.01	4.08432	80
4.08432	4.15865	82
4.15865	4.22114	80
4.22114	4.28364	82
4.28364	4.3362	80
4.3362	4.38875	82
4.38875	4.43294	80
4.43294	4.47713	82
4.47713	4.51429	80
4.51429	4.55146	82
4.55146	4.5827	80
4.5827	4.61395	82
