OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	62
0.85356	1.20712	64
1.20712	1.50441	62
1.50441	1.80171	64
1.80171	2.0517	62
2.0517	2.3017	64
2.3017	2.51192	62
2.51192	2.72214	64
2.72214	2.89891	62
2.89891	3.07568	64
3.07568	3.22433	62
3.22433	3.37297	64
3.37297	3.49798	62
3.49798	3.62298	64
3.62298	3.7281	62
3.7281	3.83321	64
3.83321	3.92161	62
3.92161	4.01	64
4.01	4.08432	62
4.08432	4.15865	64
4.15865	4.22114	62
4.22114	4.28364	64
4.28364	4.3362	62
4.3362	4.38875	64
4.38875	4.43294	62
4.43294	4.47713	64
4.47713	4.51429	62
4.51429	4.55146	64
4.55146	4.5827	62
4.5827	4.61395	64
