OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	78
1.05356	1.70441	80
1.40711	2.00171	78
1.70441	2.2517	80
2.00171	2.5017	78
2.2517	2.71192	80
2.5017	2.92213	78
2.71192	3.09891	80
2.92213	3.27568	78
3.09891	3.42432	80
3.27568	3.57297	78
3.42432	3.69798	80
3.57297	3.82298	78
3.69798	3.9281	80
3.82298	4.03321	78
3.9281	4.12161	80
4.03321	4.21	78
4.12161	4.28432	80
4.21	4.35865	78
4.28432	4.42114	80
4.35865	4.48364	78
4.42114	4.5362	80
4.48364	4.58875	78
4.5362	4.63294	80
4.58875	4.67713	78
4.63294	4.71429	80
4.67713	4.75146	78
4.71429	4.7827	80
4.75146	5.01395	78
4.7827	5.01395	80
