OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	75
0.85356	1.20712	77
1.20712	1.50441	75
1.50441	1.80171	77
1.80171	2.0517	75
2.0517	2.3017	77
2.3017	2.51192	75
2.51192	2.72214	77
2.72214	2.89891	75
2.89891	3.07568	77
3.07568	3.22433	75
3.22433	3.37297	77
3.37297	3.49798	75
3.49798	3.62298	77
3.62298	3.7281	75
3.7281	3.83321	77
3.83321	3.92161	75
3.92161	4.01	77
4.01	4.08432	75
4.08432	4.15865	77
4.15865	4.22114	75
4.22114	4.28364	77
4.28364	4.3362	75
4.3362	4.38875	77
4.38875	4.43294	75
4.43294	4.47713	77
4.47713	4.51429	75
4.51429	4.55146	77
4.55146	4.5827	75
4.5827	4.61395	77
