OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	101
0.85356	1.20712	103
1.20712	1.50441	101
1.50441	1.80171	103
1.80171	2.0517	101
2.0517	2.3017	103
2.3017	2.51192	101
2.51192	2.72214	103
2.72214	2.89891	101
2.89891	3.07568	103
3.07568	3.22433	101
3.22433	3.37297	103
3.37297	3.49798	101
3.49798	3.62298	103
3.62298	3.7281	101
3.7281	3.83321	103
3.83321	3.92161	101
3.92161	4.01	103
4.01	4.08432	101
4.08432	4.15865	103
4.15865	4.22114	101
4.22114	4.28364	103
4.28364	4.3362	101
4.3362	4.38875	103
4.38875	4.43294	101
4.43294	4.47713	103
4.47713	4.51429	101
4.51429	4.55146	103
4.55146	4.5827	101
4.5827	4.61395	103
