OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	103
1.05356	1.70441	105
1.40711	2.00171	103
1.70441	2.2517	105
2.00171	2.5017	103
2.2517	2.71192	105
2.5017	2.92213	103
2.71192	3.09891	105
2.92213	3.27568	103
3.09891	3.42432	105
3.27568	3.57297	103
3.42432	3.69798	105
3.57297	3.82298	103
3.69798	3.9281	105
3.82298	4.03321	103
3.9281	4.12161	105
4.03321	4.21	103
4.12161	4.28432	105
4.21	4.35865	103
4.28432	4.42114	105
4.35865	4.48364	103
4.42114	4.5362	105
4.48364	4.58875	103
4.5362	4.63294	105
4.58875	4.67713	103
4.63294	4.71429	105
4.67713	4.75146	103
4.71429	4.7827	105
4.75146	5.01395	103
4.7827	5.01395	105
