OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	84
1.05356	1.70441	86
1.40711	2.00171	84
1.70441	2.2517	86
2.00171	2.5017	84
2.2517	2.71192	86
2.5017	2.92213	84
2.71192	3.09891	86
2.92213	3.27568	84
3.09891	3.42432	86
3.27568	3.57297	84
3.42432	3.69798	86
3.57297	3.82298	84
3.69798	3.9281	86
3.82298	4.03321	84
3.9281	4.12161	86
4.03321	4.21	84
4.12161	4.28432	86
4.21	4.35865	84
4.28432	4.42114	86
4.35865	4.48364	84
4.42114	4.5362	86
4.48364	4.58875	84
4.5362	4.63294	86
4.58875	4.67713	84
4.63294	4.71429	86
4.67713	4.75146	84
4.71429	4.7827	86
4.75146	5.01395	84
4.7827	5.01395	86
