OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	96
1.05356	1.70441	98
1.40711	2.00171	96
1.70441	2.2517	98
2.00171	2.5017	96
2.2517	2.71192	98
2.5017	2.92213	96
2.71192	3.09891	98
2.92213	3.27568	96
3.09891	3.42432	98
3.27568	3.57297	96
3.42432	3.69798	98
3.57297	3.82298	96
3.69798	3.9281	98
3.82298	4.03321	96
3.9281	4.12161	98
4.03321	4.21	96
4.12161	4.28432	98
4.21	4.35865	96
4.28432	4.42114	98
4.35865	4.48364	96
4.42114	4.5362	98
4.48364	4.58875	96
4.5362	4.63294	98
4.58875	4.67713	96
4.63294	4.71429	98
4.67713	4.75146	96
4.71429	4.7827	98
4.75146	5.01395	96
4.7827	5.01395	98
