OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	54
1.05356	1.70441	56
1.40711	2.00171	54
1.70441	2.2517	56
2.00171	2.5017	54
2.2517	2.71192	56
2.5017	2.92213	54
2.71192	3.09891	56
2.92213	3.27568	54
3.09891	3.42432	56
3.27568	3.57297	54
3.42432	3.69798	56
3.57297	3.82298	54
3.69798	3.9281	56
3.82298	4.03321	54
3.9281	4.12161	56
4.03321	4.21	54
4.12161	4.28432	56
4.21	4.35865	54
4.28432	4.42114	56
4.35865	4.48364	54
4.42114	4.5362	56
4.48364	4.58875	54
4.5362	4.63294	56
4.58875	4.67713	54
4.63294	4.71429	56
4.67713	4.75146	54
4.71429	4.7827	56
4.75146	5.01395	54
4.7827	5.01395	56
