OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	49
1.05356	1.70441	51
1.40711	2.00171	49
1.70441	2.2517	51
2.00171	2.5017	49
2.2517	2.71192	51
2.5017	2.92213	49
2.71192	3.09891	51
2.92213	3.27568	49
3.09891	3.42432	51
3.27568	3.57297	49
3.42432	3.69798	51
3.57297	3.82298	49
3.69798	3.9281	51
3.82298	4.03321	49
3.9281	4.12161	51
4.03321	4.21	49
4.12161	4.28432	51
4.21	4.35865	49
4.28432	4.42114	51
4.35865	4.48364	49
4.42114	4.5362	51
4.48364	4.58875	49
4.5362	4.63294	51
4.58875	4.67713	49
4.63294	4.71429	51
4.67713	4.75146	49
4.71429	4.7827	51
4.75146	5.01395	49
4.7827	5.01395	51
