OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	40
0.85356	1.20712	42
1.20712	1.50441	40
1.50441	1.80171	42
1.80171	2.0517	40
2.0517	2.3017	42
2.3017	2.51192	40
2.51192	2.72214	42
2.72214	2.89891	40
2.89891	3.07568	42
3.07568	3.22433	40
3.22433	3.37297	42
3.37297	3.49798	40
3.49798	3.62298	42
3.62298	3.7281	40
3.7281	3.83321	42
3.83321	3.92161	40
3.92161	4.01	42
4.01	4.08432	40
4.08432	4.15865	42
4.15865	4.22114	40
4.22114	4.28364	42
4.28364	4.3362	40
4.3362	4.38875	42
4.38875	4.43294	40
4.43294	4.47713	42
4.47713	4.51429	40
4.51429	4.55146	42
4.55146	4.5827	40
4.5827	4.61395	42
