OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	79
0.85356	1.20712	81
1.20712	1.50441	79
1.50441	1.80171	81
1.80171	2.0517	79
2.0517	2.3017	81
2.3017	2.51192	79
2.51192	2.72214	81
2.72214	2.89891	79
2.89891	3.07568	81
3.07568	3.22433	79
3.22433	3.37297	81
3.37297	3.49798	79
3.49798	3.62298	81
3.62298	3.7281	79
3.7281	3.83321	81
3.83321	3.92161	79
3.92161	4.01	81
4.01	4.08432	79
4.08432	4.15865	81
4.15865	4.22114	79
4.22114	4.28364	81
4.28364	4.3362	79
4.3362	4.38875	81
4.38875	4.43294	79
4.43294	4.47713	81
4.47713	4.51429	79
4.51429	4.55146	81
4.55146	4.5827	79
4.5827	4.61395	81
