OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	58
1.05356	1.70441	60
1.40711	2.00171	58
1.70441	2.2517	60
2.00171	2.5017	58
2.2517	2.71192	60
2.5017	2.92213	58
2.71192	3.09891	60
2.92213	3.27568	58
3.09891	3.42432	60
3.27568	3.57297	58
3.42432	3.69798	60
3.57297	3.82298	58
3.69798	3.9281	60
3.82298	4.03321	58
3.9281	4.12161	60
4.03321	4.21	58
4.12161	4.28432	60
4.21	4.35865	58
4.28432	4.42114	60
4.35865	4.48364	58
4.42114	4.5362	60
4.48364	4.58875	58
4.5362	4.63294	60
4.58875	4.67713	58
4.63294	4.71429	60
4.67713	4.75146	58
4.71429	4.7827	60
4.75146	5.01395	58
4.7827	5.01395	60
