OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	59
1.05356	1.70441	61
1.40711	2.00171	59
1.70441	2.2517	61
2.00171	2.5017	59
2.2517	2.71192	61
2.5017	2.92213	59
2.71192	3.09891	61
2.92213	3.27568	59
3.09891	3.42432	61
3.27568	3.57297	59
3.42432	3.69798	61
3.57297	3.82298	59
3.69798	3.9281	61
3.82298	4.03321	59
3.9281	4.12161	61
4.03321	4.21	59
4.12161	4.28432	61
4.21	4.35865	59
4.28432	4.42114	61
4.35865	4.48364	59
4.42114	4.5362	61
4.48364	4.58875	59
4.5362	4.63294	61
4.58875	4.67713	59
4.63294	4.71429	61
4.67713	4.75146	59
4.71429	4.7827	61
4.75146	5.01395	59
4.7827	5.01395	61
