OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	45
0.85356	1.20712	47
1.20712	1.50441	45
1.50441	1.80171	47
1.80171	2.0517	45
2.0517	2.3017	47
2.3017	2.51192	45
2.51192	2.72214	47
2.72214	2.89891	45
2.89891	3.07568	47
3.07568	3.22433	45
3.22433	3.37297	47
3.37297	3.49798	45
3.49798	3.62298	47
3.62298	3.7281	45
3.7281	3.83321	47
3.83321	3.92161	45
3.92161	4.01	47
4.01	4.08432	45
4.08432	4.15865	47
4.15865	4.22114	45
4.22114	4.28364	47
4.28364	4.3362	45
4.3362	4.38875	47
4.38875	4.43294	45
4.43294	4.47713	47
4.47713	4.51429	45
4.51429	4.55146	47
4.55146	4.5827	45
4.5827	4.61395	47
