OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	39
0.85356	1.20712	41
1.20712	1.50441	39
1.50441	1.80171	41
1.80171	2.0517	39
2.0517	2.3017	41
2.3017	2.51192	39
2.51192	2.72214	41
2.72214	2.89891	39
2.89891	3.07568	41
3.07568	3.22433	39
3.22433	3.37297	41
3.37297	3.49798	39
3.49798	3.62298	41
3.62298	3.7281	39
3.7281	3.83321	41
3.83321	3.92161	39
3.92161	4.01	41
4.01	4.08432	39
4.08432	4.15865	41
4.15865	4.22114	39
4.22114	4.28364	41
4.28364	4.3362	39
4.3362	4.38875	41
4.38875	4.43294	39
4.43294	4.47713	41
4.47713	4.51429	39
4.51429	4.55146	41
4.55146	4.5827	39
4.5827	4.61395	41
