OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	92
0.85356	1.20712	94
1.20712	1.50441	92
1.50441	1.80171	94
1.80171	2.0517	92
2.0517	2.3017	94
2.3017	2.51192	92
2.51192	2.72214	94
2.72214	2.89891	92
2.89891	3.07568	94
3.07568	3.22433	92
3.22433	3.37297	94
3.37297	3.49798	92
3.49798	3.62298	94
3.62298	3.7281	92
3.7281	3.83321	94
3.83321	3.92161	92
3.92161	4.01	94
4.01	4.08432	92
4.08432	4.15865	94
4.15865	4.22114	92
4.22114	4.28364	94
4.28364	4.3362	92
4.3362	4.38875	94
4.38875	4.43294	92
4.43294	4.47713	94
4.47713	4.51429	92
4.51429	4.55146	94
4.55146	4.5827	92
4.5827	4.61395	94
