OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	87
0.85356	1.20712	89
1.20712	1.50441	87
1.50441	1.80171	89
1.80171	2.0517	87
2.0517	2.3017	89
2.3017	2.51192	87
2.51192	2.72214	89
2.72214	2.89891	87
2.89891	3.07568	89
3.07568	3.22433	87
3.22433	3.37297	89
3.37297	3.49798	87
3.49798	3.62298	89
3.62298	3.7281	87
3.7281	3.83321	89
3.83321	3.92161	87
3.92161	4.01	89
4.01	4.08432	87
4.08432	4.15865	89
4.15865	4.22114	87
4.22114	4.28364	89
4.28364	4.3362	87
4.3362	4.38875	89
4.38875	4.43294	87
4.43294	4.47713	89
4.47713	4.51429	87
4.51429	4.55146	89
4.55146	4.5827	87
4.5827	4.61395	89
