OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	105
1.05356	1.70441	107
1.40711	2.00171	105
1.70441	2.2517	107
2.00171	2.5017	105
2.2517	2.71192	107
2.5017	2.92213	105
2.71192	3.09891	107
2.92213	3.27568	105
3.09891	3.42432	107
3.27568	3.57297	105
3.42432	3.69798	107
3.57297	3.82298	105
3.69798	3.9281	107
3.82298	4.03321	105
3.9281	4.12161	107
4.03321	4.21	105
4.12161	4.28432	107
4.21	4.35865	105
4.28432	4.42114	107
4.35865	4.48364	105
4.42114	4.5362	107
4.48364	4.58875	105
4.5362	4.63294	107
4.58875	4.67713	105
4.63294	4.71429	107
4.67713	4.75146	105
4.71429	4.7827	107
4.75146	5.01395	105
4.7827	5.01395	107
