OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	93
1.05356	1.70441	95
1.40711	2.00171	93
1.70441	2.2517	95
2.00171	2.5017	93
2.2517	2.71192	95
2.5017	2.92213	93
2.71192	3.09891	95
2.92213	3.27568	93
3.09891	3.42432	95
3.27568	3.57297	93
3.42432	3.69798	95
3.57297	3.82298	93
3.69798	3.9281	95
3.82298	4.03321	93
3.9281	4.12161	95
4.03321	4.21	93
4.12161	4.28432	95
4.21	4.35865	93
4.28432	4.42114	95
4.35865	4.48364	93
4.42114	4.5362	95
4.48364	4.58875	93
4.5362	4.63294	95
4.58875	4.67713	93
4.63294	4.71429	95
4.67713	4.75146	93
4.71429	4.7827	95
4.75146	5.01395	93
4.7827	5.01395	95
