OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	72
1.05356	1.70441	74
1.40711	2.00171	72
1.70441	2.2517	74
2.00171	2.5017	72
2.2517	2.71192	74
2.5017	2.92213	72
2.71192	3.09891	74
2.92213	3.27568	72
3.09891	3.42432	74
3.27568	3.57297	72
3.42432	3.69798	74
3.57297	3.82298	72
3.69798	3.9281	74
3.82298	4.03321	72
3.9281	4.12161	74
4.03321	4.21	72
4.12161	4.28432	74
4.21	4.35865	72
4.28432	4.42114	74
4.35865	4.48364	72
4.42114	4.5362	74
4.48364	4.58875	72
4.5362	4.63294	74
4.58875	4.67713	72
4.63294	4.71429	74
4.67713	4.75146	72
4.71429	4.7827	74
4.75146	5.01395	72
4.7827	5.01395	74
