OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	37
0.85356	1.20712	39
1.20712	1.50441	37
1.50441	1.80171	39
1.80171	2.0517	37
2.0517	2.3017	39
2.3017	2.51192	37
2.51192	2.72214	39
2.72214	2.89891	37
2.89891	3.07568	39
3.07568	3.22433	37
3.22433	3.37297	39
3.37297	3.49798	37
3.49798	3.62298	39
3.62298	3.7281	37
3.7281	3.83321	39
3.83321	3.92161	37
3.92161	4.01	39
4.01	4.08432	37
4.08432	4.15865	39
4.15865	4.22114	37
4.22114	4.28364	39
4.28364	4.3362	37
4.3362	4.38875	39
4.38875	4.43294	37
4.43294	4.47713	39
4.47713	4.51429	37
4.51429	4.55146	39
4.55146	4.5827	37
4.5827	4.61395	39
