OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	76
1.05356	1.70441	78
1.40711	2.00171	76
1.70441	2.2517	78
2.00171	2.5017	76
2.2517	2.71192	78
2.5017	2.92213	76
2.71192	3.09891	78
2.92213	3.27568	76
3.09891	3.42432	78
3.27568	3.57297	76
3.42432	3.69798	78
3.57297	3.82298	76
3.69798	3.9281	78
3.82298	4.03321	76
3.9281	4.12161	78
4.03321	4.21	76
4.12161	4.28432	78
4.21	4.35865	76
4.28432	4.42114	78
4.35865	4.48364	76
4.42114	4.5362	78
4.48364	4.58875	76
4.5362	4.63294	78
4.58875	4.67713	76
4.63294	4.71429	78
4.67713	4.75146	76
4.71429	4.7827	78
4.75146	5.01395	76
4.7827	5.01395	78
