OnsetTime	OffsetTime	MidiPitch
0.500004	0.85356	64
0.85356	1.20712	66
1.20712	1.50441	64
1.50441	1.80171	66
1.80171	2.0517	64
2.0517	2.3017	66
2.3017	2.51192	64
2.51192	2.72214	66
2.72214	2.89891	64
2.89891	3.07568	66
3.07568	3.22433	64
3.22433	3.37297	66
3.37297	3.49798	64
3.49798	3.62298	66
3.62298	3.7281	64
3.7281	3.83321	66
3.83321	3.92161	64
3.92161	4.01	66
4.01	4.08432	64
4.08432	4.15865	66
4.15865	4.22114	64
4.22114	4.28364	66
4.28364	4.3362	64
4.3362	4.38875	66
4.38875	4.43294	64
4.43294	4.47713	66
4.47713	4.51429	64
4.51429	4.55146	66
4.55146	4.5827	64
4.5827	4.61395	66
