OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	74
1.05356	1.70441	76
1.40711	2.00171	74
1.70441	2.2517	76
2.00171	2.5017	74
2.2517	2.71192	76
2.5017	2.92213	74
2.71192	3.09891	76
2.92213	3.27568	74
3.09891	3.42432	76
3.27568	3.57297	74
3.42432	3.69798	76
3.57297	3.82298	74
3.69798	3.9281	76
3.82298	4.03321	74
3.9281	4.12161	76
4.03321	4.21	74
4.12161	4.28432	76
4.21	4.35865	74
4.28432	4.42114	76
4.35865	4.48364	74
4.42114	4.5362	76
4.48364	4.58875	74
4.5362	4.63294	76
4.58875	4.67713	74
4.63294	4.71429	76
4.67713	4.75146	74
4.71429	4.7827	76
4.75146	5.01395	74
4.7827	5.01395	76
