OnsetTime	OffsetTime	MidiPitch
0.700003	1.40711	35
1.05356	1.70441	37
1.40711	2.00171	35
1.70441	2.2517	37
2.00171	2.5017	35
2.2517	2.71192	37
2.5017	2.92213	35
2.71192	3.09891	37
2.92213	3.27568	35
3.09891	3.42432	37
3.27568	3.57297	35
3.42432	3.69798	37
3.57297	3.82298	35
3.69798	3.9281	37
3.82298	4.03321	35
3.9281	4.12161	37
4.03321	4.21	35
4.12161	4.28432	37
4.21	4.35865	35
4.28432	4.42114	37
4.35865	4.48364	35
4.42114	4.5362	37
4.48364	4.58875	35
4.5362	4.63294	37
4.58875	4.67713	35
4.63294	4.71429	37
4.67713	4.75146	35
4.71429	4.7827	37
4.75146	5.01395	35
4.7827	5.01395	37
